-;-------------------------------------------------------------------------------------------------------------------------;;;;;;;;;;
-;project:;Division - Testbench;;;;;;;;;
-;brief: ;This file contains the stimulus / response pairs for the Error Compensation Division.;;;;;;;;;
-;file:   ;division_tb.csv;;;;;;;;;
-;-------------------------------------------------------------------------------------------------------------------------;;;;;;;;;;
-;Copyright(c) 2020 by OST – Eastern Switzerland University of Applied Sciences;;;;;;;;;;
-;All rights reserved.;;;;;;;;;;
-;-------------------------------------------------------------------------------------------------------------------------;;;;;;;;;;
-;File history:;;;;;;;;;;
-;Version;Date;Author;Remarks;;;;;;;
;0;00000000;00000000;1;1;0000000A;126;;0;0;10
;0;00000000;00000000;1;1;0000000A;127;;0;0;10
;0;00000000;00000000;1;1;0000000A;128;;0;0;10
;0;00000000;00000000;1;1;0000000A;129;;0;0;10
;0;00000000;00000000;1;1;0000000A;130;;0;0;10
;0;00000000;00000000;1;1;0000000A;131;;0;0;10
;0;00000000;00000000;1;1;0000000A;132;;0;0;10
;0;00000000;00000000;1;1;0000000A;133;;0;0;10
;0;00000000;00000000;1;1;0000000A;134;;0;0;10
;0;00000000;00000000;1;1;0000000A;135;;0;0;10
;0;00000000;00000000;1;1;0000000A;136;;0;0;10
;0;00000000;00000000;1;0;00000005;137;;0;0;5
-;Calculate a simple division 10/3=3;;;;;;;;;;
;1;0000000A;00000003;1;0;00000005;138;;10;3;5
;0;00000000;00000000;1;1;00000005;139;;0;0;5
;0;00000000;00000000;1;1;00000005;140;;0;0;5
;0;00000000;00000000;1;1;00000005;141;;0;0;5
;0;00000000;00000000;1;1;00000005;142;;0;0;5
;0;00000000;00000000;1;1;00000005;143;;0;0;5
;0;00000000;00000000;1;1;00000005;144;;0;0;5
;0;00000000;00000000;1;1;00000005;145;;0;0;5
;0;00000000;00000000;1;1;00000005;146;;0;0;5
;0;00000000;00000000;1;1;00000005;147;;0;0;5
;0;00000000;00000000;1;1;00000005;148;;0;0;5
;0;00000000;00000000;1;1;00000005;149;;0;0;5
;0;00000000;00000000;1;1;00000005;150;;0;0;5
;0;00000000;00000000;1;1;00000005;151;;0;0;5
;0;00000000;00000000;1;1;00000005;152;;0;0;5
;0;00000000;00000000;1;1;00000005;153;;0;0;5
;0;00000000;00000000;1;1;00000005;154;;0;0;5
;0;00000000;00000000;1;1;00000005;155;;0;0;5
;0;00000000;00000000;1;1;00000005;156;;0;0;5
;0;00000000;00000000;1;1;00000005;157;;0;0;5
;0;00000000;00000000;1;1;00000005;158;;0;0;5
;0;00000000;00000000;1;1;00000005;159;;0;0;5
;0;00000000;00000000;1;1;00000005;160;;0;0;5
;0;00000000;00000000;1;1;00000005;161;;0;0;5
;0;00000000;00000000;1;1;00000005;162;;0;0;5
;0;00000000;00000000;1;1;00000005;163;;0;0;5
;0;00000000;00000000;1;1;00000005;164;;0;0;5
;0;00000000;00000000;1;1;00000005;165;;0;0;5
;0;00000000;00000000;1;1;00000005;166;;0;0;5
;0;00000000;00000000;1;1;00000005;167;;0;0;5
;0;00000000;00000000;1;1;00000005;168;;0;0;5
;0;00000000;00000000;1;1;00000005;169;;0;0;5
;0;00000000;00000000;1;1;00000005;170;;0;0;5
;0;00000000;00000000;1;1;00000005;171;;0;0;5
;0;00000000;00000000;1;1;00000005;172;;0;0;5
;0;00000000;00000000;1;1;00000005;173;;0;0;5
;0;00000000;00000000;1;1;00000005;174;;0;0;5
;0;00000000;00000000;1;1;00000005;175;;0;0;5
;0;00000000;00000000;1;1;00000005;176;;0;0;5
;0;00000000;00000000;1;1;00000005;177;;0;0;5
;0;00000000;00000000;1;1;00000005;178;;0;0;5
;0;00000000;00000000;1;1;00000005;179;;0;0;5
;0;00000000;00000000;1;1;00000005;180;;0;0;5
;0;00000000;00000000;1;1;00000005;181;;0;0;5
;0;00000000;00000000;1;1;00000005;182;;0;0;5
;0;00000000;00000000;1;1;00000005;183;;0;0;5
;0;00000000;00000000;1;1;00000005;184;;0;0;5
;0;00000000;00000000;1;1;00000005;185;;0;0;5
;0;00000000;00000000;1;1;00000005;186;;0;0;5
;0;00000000;00000000;1;1;00000005;187;;0;0;5
;0;00000000;00000000;1;1;00000005;188;;0;0;5
;0;00000000;00000000;1;1;00000005;189;;0;0;5
;0;00000000;00000000;1;1;00000005;190;;0;0;5
;0;00000000;00000000;1;1;00000005;191;;0;0;5
;0;00000000;00000000;1;1;00000005;192;;0;0;5
;0;00000000;00000000;1;1;00000005;193;;0;0;5
;0;00000000;00000000;1;1;00000005;194;;0;0;5
;0;00000000;00000000;1;1;00000005;195;;0;0;5
;0;00000000;00000000;1;1;00000005;196;;0;0;5
;0;00000000;00000000;1;1;00000005;197;;0;0;5
;0;00000000;00000000;1;1;00000005;198;;0;0;5
;0;00000000;00000000;1;1;00000005;199;;0;0;5
;0;00000000;00000000;1;1;00000005;200;;0;0;5
;0;00000000;00000000;1;1;00000005;201;;0;0;5
;0;00000000;00000000;1;1;00000005;202;;0;0;5
;0;00000000;00000000;1;1;00000005;203;;0;0;5
;0;00000000;00000000;1;0;00000003;204;;0;0;3
-;Calculate a simple division 10/4=2;;;;;;;;;;
;1;0000000A;00000004;1;0;00000003;205;;10;4;3
;0;00000000;00000000;1;1;00000003;206;;0;0;3
;0;00000000;00000000;1;1;00000003;207;;0;0;3
;0;00000000;00000000;1;1;00000003;208;;0;0;3
;0;00000000;00000000;1;1;00000003;209;;0;0;3
;0;00000000;00000000;1;1;00000003;210;;0;0;3
;0;00000000;00000000;1;1;00000003;211;;0;0;3
;0;00000000;00000000;1;1;00000003;212;;0;0;3
;0;00000000;00000000;1;1;00000003;213;;0;0;3
;0;00000000;00000000;1;1;00000003;214;;0;0;3
;0;00000000;00000000;1;1;00000003;215;;0;0;3
;0;00000000;00000000;1;1;00000003;216;;0;0;3
;0;00000000;00000000;1;1;00000003;217;;0;0;3
;0;00000000;00000000;1;1;00000003;218;;0;0;3
;0;00000000;00000000;1;1;00000003;219;;0;0;3
;0;00000000;00000000;1;1;00000003;220;;0;0;3
;0;00000000;00000000;1;1;00000003;221;;0;0;3
;0;00000000;00000000;1;1;00000003;222;;0;0;3
;0;00000000;00000000;1;1;00000003;223;;0;0;3
;0;00000000;00000000;1;1;00000003;224;;0;0;3
;0;00000000;00000000;1;1;00000003;225;;0;0;3
;0;00000000;00000000;1;1;00000003;226;;0;0;3
;0;00000000;00000000;1;1;00000003;227;;0;0;3
;0;00000000;00000000;1;1;00000003;228;;0;0;3
;0;00000000;00000000;1;1;00000003;229;;0;0;3
;0;00000000;00000000;1;1;00000003;230;;0;0;3
;0;00000000;00000000;1;1;00000003;231;;0;0;3
;0;00000000;00000000;1;1;00000003;232;;0;0;3
;0;00000000;00000000;1;1;00000003;233;;0;0;3
;0;00000000;00000000;1;1;00000003;234;;0;0;3
;0;00000000;00000000;1;1;00000003;235;;0;0;3
;0;00000000;00000000;1;1;00000003;236;;0;0;3
;0;00000000;00000000;1;1;00000003;237;;0;0;3
;0;00000000;00000000;1;1;00000003;238;;0;0;3
;0;00000000;00000000;1;1;00000003;239;;0;0;3
;0;00000000;00000000;1;1;00000003;240;;0;0;3
;0;00000000;00000000;1;1;00000003;241;;0;0;3
;0;00000000;00000000;1;1;00000003;242;;0;0;3
;0;00000000;00000000;1;1;00000003;243;;0;0;3
;0;00000000;00000000;1;1;00000003;244;;0;0;3
;0;00000000;00000000;1;1;00000003;245;;0;0;3
;0;00000000;00000000;1;1;00000003;246;;0;0;3
;0;00000000;00000000;1;1;00000003;247;;0;0;3
;0;00000000;00000000;1;1;00000003;248;;0;0;3
;0;00000000;00000000;1;1;00000003;249;;0;0;3
;0;00000000;00000000;1;1;00000003;250;;0;0;3
;0;00000000;00000000;1;1;00000003;251;;0;0;3
;0;00000000;00000000;1;1;00000003;252;;0;0;3
;0;00000000;00000000;1;1;00000003;253;;0;0;3
;0;00000000;00000000;1;1;00000003;254;;0;0;3
;0;00000000;00000000;1;1;00000003;255;;0;0;3
;0;00000000;00000000;1;1;00000003;256;;0;0;3
;0;00000000;00000000;1;1;00000003;257;;0;0;3
;0;00000000;00000000;1;1;00000003;258;;0;0;3
;0;00000000;00000000;1;1;00000003;259;;0;0;3
;0;00000000;00000000;1;1;00000003;260;;0;0;3
;0;00000000;00000000;1;1;00000003;261;;0;0;3
;0;00000000;00000000;1;1;00000003;262;;0;0;3
;0;00000000;00000000;1;1;00000003;263;;0;0;3
;0;00000000;00000000;1;1;00000003;264;;0;0;3
;0;00000000;00000000;1;1;00000003;265;;0;0;3
;0;00000000;00000000;1;1;00000003;266;;0;0;3
;0;00000000;00000000;1;1;00000003;267;;0;0;3
;0;00000000;00000000;1;1;00000003;268;;0;0;3
;0;00000000;00000000;1;1;00000003;269;;0;0;3
;0;00000000;00000000;1;1;00000003;270;;0;0;3
;0;00000000;00000000;1;0;00000002;271;;0;0;2
-;Calculate a simple division 10/5=2;;;;;;;;;;
;1;0000000A;00000005;1;0;00000002;272;;10;5;2
;0;00000000;00000000;1;1;00000002;273;;0;0;2
;0;00000000;00000000;1;1;00000002;274;;0;0;2
;0;00000000;00000000;1;1;00000002;275;;0;0;2
;0;00000000;00000000;1;1;00000002;276;;0;0;2
;0;00000000;00000000;1;1;00000002;277;;0;0;2
;0;00000000;00000000;1;1;00000002;278;;0;0;2
;0;00000000;00000000;1;1;00000002;279;;0;0;2
;0;00000000;00000000;1;1;00000002;280;;0;0;2
;0;00000000;00000000;1;1;00000002;281;;0;0;2
;0;00000000;00000000;1;1;00000002;282;;0;0;2
;0;00000000;00000000;1;1;00000002;283;;0;0;2
;0;00000000;00000000;1;1;00000002;284;;0;0;2
;0;00000000;00000000;1;1;00000002;285;;0;0;2
;0;00000000;00000000;1;1;00000002;286;;0;0;2
;0;00000000;00000000;1;1;00000002;287;;0;0;2
;0;00000000;00000000;1;1;00000002;288;;0;0;2
;0;00000000;00000000;1;1;00000002;289;;0;0;2
;0;00000000;00000000;1;1;00000002;290;;0;0;2
;0;00000000;00000000;1;1;00000002;291;;0;0;2
;0;00000000;00000000;1;1;00000002;292;;0;0;2
;0;00000000;00000000;1;1;00000002;293;;0;0;2
;0;00000000;00000000;1;1;00000002;294;;0;0;2
;0;00000000;00000000;1;1;00000002;295;;0;0;2
;0;00000000;00000000;1;1;00000002;296;;0;0;2
;0;00000000;00000000;1;1;00000002;297;;0;0;2
;0;00000000;00000000;1;1;00000002;298;;0;0;2
;0;00000000;00000000;1;1;00000002;299;;0;0;2
;0;00000000;00000000;1;1;00000002;300;;0;0;2
;0;00000000;00000000;1;1;00000002;301;;0;0;2
;0;00000000;00000000;1;1;00000002;302;;0;0;2
;0;00000000;00000000;1;1;00000002;303;;0;0;2
;0;00000000;00000000;1;1;00000002;304;;0;0;2
;0;00000000;00000000;1;1;00000002;305;;0;0;2
;0;00000000;00000000;1;1;00000002;306;;0;0;2
;0;00000000;00000000;1;1;00000002;307;;0;0;2
;0;00000000;00000000;1;1;00000002;308;;0;0;2
;0;00000000;00000000;1;1;00000002;309;;0;0;2
;0;00000000;00000000;1;1;00000002;310;;0;0;2
;0;00000000;00000000;1;1;00000002;311;;0;0;2
;0;00000000;00000000;1;1;00000002;312;;0;0;2
;0;00000000;00000000;1;1;00000002;313;;0;0;2
;0;00000000;00000000;1;1;00000002;314;;0;0;2
;0;00000000;00000000;1;1;00000002;315;;0;0;2
;0;00000000;00000000;1;1;00000002;316;;0;0;2
;0;00000000;00000000;1;1;00000002;317;;0;0;2
;0;00000000;00000000;1;1;00000002;318;;0;0;2
;0;00000000;00000000;1;1;00000002;319;;0;0;2
;0;00000000;00000000;1;1;00000002;320;;0;0;2
;0;00000000;00000000;1;1;00000002;321;;0;0;2
;0;00000000;00000000;1;1;00000002;322;;0;0;2
;0;00000000;00000000;1;1;00000002;323;;0;0;2
;0;00000000;00000000;1;1;00000002;324;;0;0;2
;0;00000000;00000000;1;1;00000002;325;;0;0;2
;0;00000000;00000000;1;1;00000002;326;;0;0;2
;0;00000000;00000000;1;1;00000002;327;;0;0;2
;0;00000000;00000000;1;1;00000002;328;;0;0;2
;0;00000000;00000000;1;1;00000002;329;;0;0;2
;0;00000000;00000000;1;1;00000002;330;;0;0;2
;0;00000000;00000000;1;1;00000002;331;;0;0;2
;0;00000000;00000000;1;1;00000002;332;;0;0;2
;0;00000000;00000000;1;1;00000002;333;;0;0;2
;0;00000000;00000000;1;1;00000002;334;;0;0;2
;0;00000000;00000000;1;1;00000002;335;;0;0;2
;0;00000000;00000000;1;1;00000002;336;;0;0;2
;0;00000000;00000000;1;1;00000002;337;;0;0;2
;0;00000000;00000000;1;0;00000002;338;;0;0;2
-;Calculate a simple division 10/6=1;;;;;;;;;;
;1;0000000A;00000006;1;0;00000002;339;;10;6;2
;0;00000000;00000000;1;1;00000002;340;;0;0;2
;0;00000000;00000000;1;1;00000002;341;;0;0;2
;0;00000000;00000000;1;1;00000002;342;;0;0;2
;0;00000000;00000000;1;1;00000002;343;;0;0;2
;0;00000000;00000000;1;1;00000002;344;;0;0;2
;0;00000000;00000000;1;1;00000002;345;;0;0;2
;0;00000000;00000000;1;1;00000002;346;;0;0;2
;0;00000000;00000000;1;1;00000002;347;;0;0;2
;0;00000000;00000000;1;1;00000002;348;;0;0;2
;0;00000000;00000000;1;1;00000002;349;;0;0;2
;0;00000000;00000000;1;1;00000002;350;;0;0;2
;0;00000000;00000000;1;1;00000002;351;;0;0;2
;0;00000000;00000000;1;1;00000002;352;;0;0;2
;0;00000000;00000000;1;1;00000002;353;;0;0;2
;0;00000000;00000000;1;1;00000002;354;;0;0;2
;0;00000000;00000000;1;1;00000002;355;;0;0;2
;0;00000000;00000000;1;1;00000002;356;;0;0;2
;0;00000000;00000000;1;1;00000002;357;;0;0;2
;0;00000000;00000000;1;1;00000002;358;;0;0;2
;0;00000000;00000000;1;1;00000002;359;;0;0;2
;0;00000000;00000000;1;1;00000002;360;;0;0;2
;0;00000000;00000000;1;1;00000002;361;;0;0;2
;0;00000000;00000000;1;1;00000002;362;;0;0;2
;0;00000000;00000000;1;1;00000002;363;;0;0;2
;0;00000000;00000000;1;1;00000002;364;;0;0;2
;0;00000000;00000000;1;1;00000002;365;;0;0;2
;0;00000000;00000000;1;1;00000002;366;;0;0;2
;0;00000000;00000000;1;1;00000002;367;;0;0;2
;0;00000000;00000000;1;1;00000002;368;;0;0;2
;0;00000000;00000000;1;1;00000002;369;;0;0;2
;0;00000000;00000000;1;1;00000002;370;;0;0;2
;0;00000000;00000000;1;1;00000002;371;;0;0;2
;0;00000000;00000000;1;1;00000002;372;;0;0;2
;0;00000000;00000000;1;1;00000002;373;;0;0;2
;0;00000000;00000000;1;1;00000002;374;;0;0;2
;0;00000000;00000000;1;1;00000002;375;;0;0;2
;0;00000000;00000000;1;1;00000002;376;;0;0;2
;0;00000000;00000000;1;1;00000002;377;;0;0;2
;0;00000000;00000000;1;1;00000002;378;;0;0;2
;0;00000000;00000000;1;1;00000002;379;;0;0;2
;0;00000000;00000000;1;1;00000002;380;;0;0;2
;0;00000000;00000000;1;1;00000002;381;;0;0;2
;0;00000000;00000000;1;1;00000002;382;;0;0;2
;0;00000000;00000000;1;1;00000002;383;;0;0;2
;0;00000000;00000000;1;1;00000002;384;;0;0;2
;0;00000000;00000000;1;1;00000002;385;;0;0;2
;0;00000000;00000000;1;1;00000002;386;;0;0;2
;0;00000000;00000000;1;1;00000002;387;;0;0;2
;0;00000000;00000000;1;1;00000002;388;;0;0;2
;0;00000000;00000000;1;1;00000002;389;;0;0;2
;0;00000000;00000000;1;1;00000002;390;;0;0;2
;0;00000000;00000000;1;1;00000002;391;;0;0;2
;0;00000000;00000000;1;1;00000002;392;;0;0;2
;0;00000000;00000000;1;1;00000002;393;;0;0;2
;0;00000000;00000000;1;1;00000002;394;;0;0;2
;0;00000000;00000000;1;1;00000002;395;;0;0;2
;0;00000000;00000000;1;1;00000002;396;;0;0;2
;0;00000000;00000000;1;1;00000002;397;;0;0;2
;0;00000000;00000000;1;1;00000002;398;;0;0;2
;0;00000000;00000000;1;1;00000002;399;;0;0;2
;0;00000000;00000000;1;1;00000002;400;;0;0;2
;0;00000000;00000000;1;1;00000002;401;;0;0;2
;0;00000000;00000000;1;1;00000002;402;;0;0;2
;0;00000000;00000000;1;1;00000002;403;;0;0;2
;0;00000000;00000000;1;1;00000002;404;;0;0;2
;0;00000000;00000000;1;0;00000001;405;;0;0;1
-;Calculate a simple division 10/7=1;;;;;;;;;;
;1;0000000A;00000007;1;0;00000001;406;;10;7;1
;0;00000000;00000000;1;1;00000001;407;;0;0;1
;0;00000000;00000000;1;1;00000001;408;;0;0;1
;0;00000000;00000000;1;1;00000001;409;;0;0;1
;0;00000000;00000000;1;1;00000001;410;;0;0;1
;0;00000000;00000000;1;1;00000001;411;;0;0;1
;0;00000000;00000000;1;1;00000001;412;;0;0;1
;0;00000000;00000000;1;1;00000001;413;;0;0;1
;0;00000000;00000000;1;1;00000001;414;;0;0;1
;0;00000000;00000000;1;1;00000001;415;;0;0;1
;0;00000000;00000000;1;1;00000001;416;;0;0;1
;0;00000000;00000000;1;1;00000001;417;;0;0;1
;0;00000000;00000000;1;1;00000001;418;;0;0;1
;0;00000000;00000000;1;1;00000001;419;;0;0;1
;0;00000000;00000000;1;1;00000001;420;;0;0;1
;0;00000000;00000000;1;1;00000001;421;;0;0;1
;0;00000000;00000000;1;1;00000001;422;;0;0;1
;0;00000000;00000000;1;1;00000001;423;;0;0;1
;0;00000000;00000000;1;1;00000001;424;;0;0;1
;0;00000000;00000000;1;1;00000001;425;;0;0;1
;0;00000000;00000000;1;1;00000001;426;;0;0;1
;0;00000000;00000000;1;1;00000001;427;;0;0;1
;0;00000000;00000000;1;1;00000001;428;;0;0;1
;0;00000000;00000000;1;1;00000001;429;;0;0;1
;0;00000000;00000000;1;1;00000001;430;;0;0;1
;0;00000000;00000000;1;1;00000001;431;;0;0;1
;0;00000000;00000000;1;1;00000001;432;;0;0;1
;0;00000000;00000000;1;1;00000001;433;;0;0;1
;0;00000000;00000000;1;1;00000001;434;;0;0;1
;0;00000000;00000000;1;1;00000001;435;;0;0;1
;0;00000000;00000000;1;1;00000001;436;;0;0;1
;0;00000000;00000000;1;1;00000001;437;;0;0;1
;0;00000000;00000000;1;1;00000001;438;;0;0;1
;0;00000000;00000000;1;1;00000001;439;;0;0;1
;0;00000000;00000000;1;1;00000001;440;;0;0;1
;0;00000000;00000000;1;1;00000001;441;;0;0;1
;0;00000000;00000000;1;1;00000001;442;;0;0;1
;0;00000000;00000000;1;1;00000001;443;;0;0;1
;0;00000000;00000000;1;1;00000001;444;;0;0;1
;0;00000000;00000000;1;1;00000001;445;;0;0;1
;0;00000000;00000000;1;1;00000001;446;;0;0;1
;0;00000000;00000000;1;1;00000001;447;;0;0;1
;0;00000000;00000000;1;1;00000001;448;;0;0;1
;0;00000000;00000000;1;1;00000001;449;;0;0;1
;0;00000000;00000000;1;1;00000001;450;;0;0;1
;0;00000000;00000000;1;1;00000001;451;;0;0;1
;0;00000000;00000000;1;1;00000001;452;;0;0;1
;0;00000000;00000000;1;1;00000001;453;;0;0;1
;0;00000000;00000000;1;1;00000001;454;;0;0;1
;0;00000000;00000000;1;1;00000001;455;;0;0;1
;0;00000000;00000000;1;1;00000001;456;;0;0;1
;0;00000000;00000000;1;1;00000001;457;;0;0;1
